,file_path,contains
0,papers/interspeech_2018/tang18c_interspeech.pdf,False
1,papers/interspeech_2018/patel18b_interspeech.pdf,False
2,papers/interspeech_2018/narayanamurthy18_interspeech.pdf,False
3,papers/interspeech_2018/nandwana18b_interspeech.pdf,False
4,papers/interspeech_2018/eshky18_interspeech.pdf,False
5,papers/interspeech_2018/sailor18b_interspeech.pdf,False
6,papers/interspeech_2018/liu18h_interspeech.pdf,False
7,papers/interspeech_2018/aharon18_interspeech.pdf,False
8,papers/interspeech_2018/bechet18_interspeech.pdf,True
9,papers/interspeech_2018/cabarrao18_interspeech.pdf,False
10,papers/interspeech_2018/takahashi18_interspeech.pdf,False
11,papers/interspeech_2018/mass18_interspeech.pdf,False
12,papers/interspeech_2018/garcia18_interspeech.pdf,False
13,papers/interspeech_2018/okabe18_interspeech.pdf,False
14,papers/interspeech_2018/saha18_interspeech.pdf,False
15,papers/interspeech_2018/wan18_interspeech.pdf,False
16,papers/interspeech_2018/ma18b_interspeech.pdf,False
17,papers/interspeech_2018/wickramasinghe18_interspeech.pdf,False
18,papers/interspeech_2018/tong18_interspeech.pdf,False
19,papers/interspeech_2018/hsu18_interspeech.pdf,True
20,papers/interspeech_2018/li18b_interspeech.pdf,False
21,papers/interspeech_2018/xu18d_interspeech.pdf,False
22,papers/interspeech_2018/hodari18_interspeech.pdf,True
23,papers/interspeech_2018/sell18_interspeech.pdf,False
24,papers/interspeech_2018/latif18_interspeech.pdf,False
25,papers/interspeech_2018/madikeri18_interspeech.pdf,False
26,papers/interspeech_2018/luong18_interspeech.pdf,False
27,papers/interspeech_2018/li18i_interspeech.pdf,False
28,papers/interspeech_2018/dubey18_interspeech.pdf,False
29,papers/interspeech_2018/lin18c_interspeech.pdf,False
30,papers/interspeech_2018/meng18_interspeech.pdf,False
31,papers/interspeech_2018/li18m_interspeech.pdf,False
32,papers/interspeech_2018/sharma18_interspeech.pdf,False
33,papers/interspeech_2018/sarma18_interspeech.pdf,False
34,papers/interspeech_2018/shochi18_interspeech.pdf,False
35,papers/interspeech_2018/verwimp18_interspeech.pdf,False
36,papers/interspeech_2018/joshi18_interspeech.pdf,False
37,papers/interspeech_2018/tenbosch18b_interspeech.pdf,False
38,papers/interspeech_2018/jain18_interspeech.pdf,False
39,papers/interspeech_2018/singla18_interspeech.pdf,False
40,papers/interspeech_2018/wang18l_interspeech.pdf,False
41,papers/interspeech_2018/kohn18_interspeech.pdf,False
42,papers/interspeech_2018/yanagita18_interspeech.pdf,False
43,papers/interspeech_2018/hao18_interspeech.pdf,False
44,papers/interspeech_2018/ganapathy18b_interspeech.pdf,False
45,papers/interspeech_2018/zhou18b_interspeech.pdf,False
46,papers/interspeech_2018/cohen18_interspeech.pdf,False
47,papers/interspeech_2018/broux18_interspeech.pdf,False
48,papers/interspeech_2018/montacie18_interspeech.pdf,False
49,papers/interspeech_2018/jia18_interspeech.pdf,False
50,papers/interspeech_2018/oktem18_interspeech.pdf,False
51,papers/interspeech_2018/kitza18_interspeech.pdf,False
52,papers/interspeech_2018/syed18b_interspeech.pdf,False
53,papers/interspeech_2018/kumar18_interspeech.pdf,False
54,papers/interspeech_2018/tuske18_interspeech.pdf,False
55,papers/interspeech_2018/das18_interspeech.pdf,False
56,papers/interspeech_2018/delvaux18_interspeech.pdf,False
57,papers/interspeech_2018/aneeja18_interspeech.pdf,False
58,papers/interspeech_2018/deng18_interspeech.pdf,False
59,papers/interspeech_2018/menon18_interspeech.pdf,False
60,papers/interspeech_2018/papadopoulos18_interspeech.pdf,False
61,papers/interspeech_2018/simantiraki18_interspeech.pdf,False
62,papers/interspeech_2018/teng18_interspeech.pdf,False
63,papers/interspeech_2018/liu18d_interspeech.pdf,False
64,papers/interspeech_2018/afouras18_interspeech.pdf,False
65,papers/interspeech_2018/hayashi18_interspeech.pdf,False
66,papers/interspeech_2018/gorrostieta18_interspeech.pdf,False
67,papers/interspeech_2018/asaei18_interspeech.pdf,False
68,papers/interspeech_2018/dumpala18_interspeech.pdf,False
69,papers/interspeech_2018/julg18_interspeech.pdf,True
70,papers/interspeech_2018/novoselov18_interspeech.pdf,False
71,papers/interspeech_2018/vesely18_interspeech.pdf,False
72,papers/interspeech_2018/dmitriev18_interspeech.pdf,False
73,papers/interspeech_2018/sim18_interspeech.pdf,False
74,papers/interspeech_2018/ando18_interspeech.pdf,False
75,papers/interspeech_2018/sperber18_interspeech.pdf,False
76,papers/interspeech_2018/loweimi18_interspeech.pdf,False
77,papers/interspeech_2018/hadian18_interspeech.pdf,False
78,papers/interspeech_2018/lotfian18_interspeech.pdf,False
79,papers/interspeech_2018/earnshaw18_interspeech.pdf,False
80,papers/interspeech_2018/niehues18_interspeech.pdf,False
81,papers/interspeech_2018/you18_interspeech.pdf,False
82,papers/interspeech_2018/finley18_interspeech.pdf,False
83,papers/interspeech_2018/yue18_interspeech.pdf,False
84,papers/interspeech_2018/li18n_interspeech.pdf,False
85,papers/interspeech_2018/pa18_interspeech.pdf,False
86,papers/interspeech_2018/hwang18_interspeech.pdf,False
87,papers/interspeech_2018/li18q_interspeech.pdf,False
88,papers/interspeech_2018/feng18_interspeech.pdf,False
89,papers/interspeech_2018/bt18_interspeech.pdf,False
90,papers/interspeech_2018/chaudhuri18_interspeech.pdf,False
91,papers/interspeech_2018/wand18_interspeech.pdf,False
92,papers/interspeech_2018/pankajakshan18_interspeech.pdf,False
93,papers/interspeech_2018/gowri18_interspeech.pdf,False
94,papers/interspeech_2018/schnell18_interspeech.pdf,False
95,papers/interspeech_2018/renkens18_interspeech.pdf,False
96,papers/interspeech_2018/maggu18b_interspeech.pdf,False
97,papers/interspeech_2018/shah18_interspeech.pdf,False
98,papers/interspeech_2018/hetherly18_interspeech.pdf,True
99,papers/interspeech_2018/bullock18_interspeech.pdf,False
100,papers/interspeech_2018/dhiman18_interspeech.pdf,False
101,papers/interspeech_2018/himawan18_interspeech.pdf,False
102,papers/interspeech_2018/sharma18d_interspeech.pdf,False
103,papers/interspeech_2018/park18c_interspeech.pdf,False
104,papers/interspeech_2018/chen18i_interspeech.pdf,False
105,papers/interspeech_2018/kim18d_interspeech.pdf,False
106,papers/interspeech_2018/lilley18_interspeech.pdf,False
107,papers/interspeech_2018/prasad18b_interspeech.pdf,False
108,papers/interspeech_2018/diener18_interspeech.pdf,False
109,papers/interspeech_2018/sriskandaraja18_interspeech.pdf,False
110,papers/interspeech_2018/tang18b_interspeech.pdf,False
111,papers/interspeech_2018/fringi18_interspeech.pdf,False
112,papers/interspeech_2018/he18_interspeech.pdf,True
113,papers/interspeech_2018/tenbosch18_interspeech.pdf,False
114,papers/interspeech_2018/lapidot18_interspeech.pdf,False
115,papers/interspeech_2018/nandwana18_interspeech.pdf,False
116,papers/interspeech_2018/watts18_interspeech.pdf,True
117,papers/interspeech_2018/farah18_interspeech.pdf,False
118,papers/interspeech_2018/zheng18b_interspeech.pdf,False
119,papers/interspeech_2018/gabbay18_interspeech.pdf,False
120,papers/interspeech_2018/parthasarathy18_interspeech.pdf,False
121,papers/interspeech_2018/yu18d_interspeech.pdf,False
122,papers/interspeech_2018/vasquezcorrea18_interspeech.pdf,False
123,papers/interspeech_2018/sriram18_interspeech.pdf,False
124,papers/interspeech_2018/shah18b_interspeech.pdf,False
125,papers/interspeech_2018/karafiat18_interspeech.pdf,False
126,papers/interspeech_2018/chen18j_interspeech.pdf,False
127,papers/interspeech_2018/evanini18b_interspeech.pdf,False
128,papers/interspeech_2018/hantke18_interspeech.pdf,False
129,papers/interspeech_2018/naik18_interspeech.pdf,False
130,papers/interspeech_2018/yeung18_interspeech.pdf,False
131,papers/interspeech_2018/mathew18_interspeech.pdf,False
132,papers/interspeech_2018/han18b_interspeech.pdf,False
133,papers/interspeech_2018/lu18_interspeech.pdf,False
134,papers/interspeech_2018/riad18_interspeech.pdf,True
135,papers/interspeech_2018/yoshida18_interspeech.pdf,False
136,papers/interspeech_2018/rasooli18_interspeech.pdf,False
137,papers/interspeech_2018/sun18c_interspeech.pdf,False
138,papers/interspeech_2018/avila18_interspeech.pdf,False
139,papers/interspeech_2018/latif18b_interspeech.pdf,False
140,papers/interspeech_2018/lee18b_interspeech.pdf,False
141,papers/interspeech_2018/zeyer18_interspeech.pdf,True
142,papers/interspeech_2018/aralikatti18_interspeech.pdf,False
143,papers/interspeech_2018/ghosh18_interspeech.pdf,False
144,papers/interspeech_2018/hara18_interspeech.pdf,True
145,papers/interspeech_2018/mukherjee18_interspeech.pdf,False
146,papers/interspeech_2018/ramabhadran18_interspeech.pdf,False
147,papers/interspeech_2018/maxwell18_interspeech.pdf,False
148,papers/interspeech_2018/wang18g_interspeech.pdf,True
149,papers/interspeech_2018/chai18_interspeech.pdf,False
150,papers/interspeech_2018/klejch18_interspeech.pdf,True
151,papers/interspeech_2018/rose18_interspeech.pdf,False
152,papers/interspeech_2018/park18d_interspeech.pdf,False
153,papers/interspeech_2018/myer18_interspeech.pdf,False
154,papers/interspeech_2018/chen18b_interspeech.pdf,False
155,papers/interspeech_2018/pulugundla18_interspeech.pdf,True
156,papers/interspeech_2018/williamson18_interspeech.pdf,False
157,papers/interspeech_2018/kraljevski18_interspeech.pdf,False
158,papers/interspeech_2018/mohanan18_interspeech.pdf,False
159,papers/interspeech_2018/vydana18_interspeech.pdf,False
